Brand,Type,Reg_date,Coe_left,Dep,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,Price,Coe_left_days,Coe_left_months,Brand_name
Mercedes-Benz E-Class E200,Luxury Sedan,2014-08-08,3yrs 2mths 1day COE left),17440,87000,1202,51186,65301,1991,1655,2014,Auto,42793,46911,135,1,78800,1156,38.03333333333333,Mercedes-Benz
Toyota Wish 1.8A Elegance,MPV,2013-11-07,2yrs 5mths  COE left),12770,133000,976,30553,77100,1798,1360,2013,Auto,23453,19835,105,2,40800,880,29.0,Toyota
Mercedes-Benz C-Class C160 Avantgarde,Luxury Sedan,2020-07-23,9yrs 1mth 16days COE left),14580,7000,684,58654,33520,1497,1505,2019,Auto,32424,37394,95,1,151800,3331,109.53333333333333,Mercedes-Benz
Kia Cerato K3 1.6A EX,Mid-Sized Sedan,2016-03-02,4yrs 8mths 23days COE left),8910,86000,738,32314,46651,1591,1295,2016,Auto,14593,14593,95,1,49500,1723,56.766666666666666,Kia
Porsche Panamera 3.6A PDK,Sports Car,2012-05-10,11mths 3days COE left),60600,70000,3332,60574,83700,3605,1760,2012,Auto,105692,105692,300,1,108800,333,11.1,Porsche
Toyota Previa 2.4A Aeras Moonroof,MPV,2019-02-18,7yrs 8mths 11days COE left),14490,37500,1638,56807,34509,2362,1775,2019,Auto,34487,40282,125,1,131800,2806,92.36666666666666,Toyota
Peugeot 308 1.2A PureTech Allure,Hatchback,2016-10-27,5yrs 4mths 20days COE left),8800,87000,508,35520,50991,1199,1150,2016,Auto,20502,10703,96,1,52800,1965,64.66666666666667,Peugeot
Toyota Corolla Altis 1.6A Elegance,Mid-Sized Sedan,2017-07-25,6yrs 1mth 18days COE left),10240,50320,742,41251,42801,1598,1215,2016,Auto,19995,19995,90,1,72800,2238,73.6,Toyota
Honda Stream 1.8A (COE till 04/2022),MPV,2007-07-10,10mths 24days COE left),8010,184000,1369,4674,26004,1799,1350,2007,Auto,18182,20001,103,2,7200,324,10.8,Honda
Peugeot 3008 1.6A PureTech EAT8 Allure,SUV,2020-10-20,9yrs 4mths 13days COE left),11750,1800,742,63107,40690,1598,1430,2018,Auto,29484,33278,133,1,126800,3418,112.43333333333334,Peugeot
Honda Jazz 1.5A L Skyroof (COE till 11/2023),Hatchback,2008-11-05,2yrs 4mths 29days COE left),8650,168000,889,7161,14835,1497,1115,2008,Auto,21533,21533,88,3,20888,879,28.966666666666665,Honda
Toyota Camry 2.0A (COE till 11/2023),Luxury Sedan,2008-11-29,2yrs 5mths 22days COE left),7860,330000,1573,7964,16061,1998,1530,2008,Auto,25403,25403,108,3,19500,902,29.733333333333334,Toyota
Audi A8L 4.2A FSI Quattro,Luxury Sedan,2012-12-31,1yr 6mths 24days COE left),27720,80000,4206,72304,95990,4163,1885,2011,Auto,104879,104879,273,5,95888,569,18.8,Audi
Honda Vezel 1.5A X,SUV,2017-01-06,5yrs 6mths 30days COE left),9440,71000,682,36006,48000,1496,1190,2016,Auto,21611,12256,96,3,58888,2035,67.0,Honda
Mazda Biante 2.0A Deluxe,MPV,2017-12-01,6yrs 5mths 24days COE left),12190,48000,1210,48449,52000,1998,1675,2017,Auto,21005,21407,111,1,89800,2364,77.8,Mazda
Porsche Boxster 2.9A PDK (COE till 11/2030),Sports Car,2010-11-26,9yrs 5mths 19days COE left),14860,102000,2486,37920,40014,2893,1440,2010,Auto,69902,69902,188,3,140800,3454,113.63333333333334,Porsche
Volkswagen Scirocco 1.4A TSI (COE till 07/2025),Sports Car,2010-07-28,4yrs 1mth 21days COE left),9850,120000,682,13619,16438,1390,1285,2010,Auto,23881,23881,118,4,40800,1511,49.7,Volkswagen
Honda Jazz 1.3A (OPC),Hatchback,2018-10-31,7yrs 4mths 24days COE left),7010,27150,78,15985,15699,1318,1052,2018,Auto,15812,5812,73,1,54800,2699,88.8,Honda
Mercedes-Benz E-Class E200 Avantgarde,Luxury Sedan,2019-02-18,7yrs 8mths 11days COE left),19460,12027,1202,77663,31001,1991,1605,2018,Auto,55386,71695,135,2,185800,2806,92.36666666666666,Mercedes-Benz
Toyota Vellfire 2.5A Z G-Edition Sunroof,MPV,2019-01-28,7yrs 7mths 21days COE left),18610,22300,1792,71877,32909,2493,2030,2018,Auto,50577,63039,134,1,173888,2786,91.7,Toyota
Skoda Superb 2.0A Ambition Plus,Luxury Sedan,2018-07-31,7yrs 1mth 24days COE left),12400,26900,1194,44793,31000,1984,1700,2018,Auto,27255,30157,162,1,103800,2609,85.8,Skoda
Bentley Continental GT 4.0A V8 S,Sports Car,2016-11-01,5yrs 4mths 25days COE left),63570,49027,3940,306078,55201,3993,2295,2014,Auto,220197,368355,388,2,527800,1970,64.83333333333333,Bentley
Mercedes-Benz GLA-Class GLA180,SUV,2016-01-05,4yrs 6mths 29days COE left),14820,57000,740,44312,54301,1595,1470,2015,Auto,25533,27747,90,1,81800,1669,54.96666666666667,Mercedes-Benz
Toyota Allion 1.5A (COE till 08/2024),Mid-Sized Sedan,2009-09-22,3yrs 2mths 25days COE left),8340,112310,818,9497,14664,1496,1200,2009,Auto,18142,18142,81,3,26999,1180,38.833333333333336,Toyota
Toyota Vios 1.5A E (COE till 08/2027),Mid-Sized Sedan,2007-08-08,6yrs 2mths 1day COE left),6290,135500,958,28024,45400,1497,1095,2007,Auto,12607,13868,80,4,38800,2251,74.03333333333333,Toyota
Audi R8 5.2A FSI Quattro S-tronic V10 Plus,Sports Car,2013-05-31,1yr 11mths 24days COE left),114990,56888,5834,118584,92667,5204,1675,2013,Auto,182233,182233,404,6,318888,719,23.8,Audi
Toyota Land Cruiser 4.6A X,SUV,2019-04-24,7yrs 10mths 17days COE left),21650,35000,4902,84796,37620,4608,2510,2018,Auto,56793,74228,234,1,207800,2872,94.56666666666666,Toyota
BMW 1 Series 118i 5DR Sport,Hatchback,2012-08-31,1yr 2mths 24days COE left),18600,150000,742,24269,66889,1598,1315,2012,Auto,29132,29132,125,2,37500,449,14.8,BMW
Mercedes-Benz E-Class E200K (COE till 09/2027),Luxury Sedan,2007-12-26,6yrs 3mths 24days COE left),7910,145000,1364,31827,50355,1796,1540,2007,Auto,49527,54480,135,1,50000,2304,75.8,Mercedes-Benz
Nissan Qashqai 1.2A DIG-T Premium,SUV,2016-11-30,5yrs 5mths 23days COE left),10020,45000,508,38240,50951,1197,1285,2016,Auto,18725,13725,85,2,61800,1998,65.76666666666667,Nissan
BMW 7 Series 730Li Sunroof,Luxury Sedan,2018-05-31,6yrs 11mths 24days COE left),25400,26000,1210,111166,38700,1998,1720,2017,Auto,78256,112861,190,2,233888,2544,83.8,BMW
Proton Exora 1.6A M-Line (COE till 09/2030),MPV,2011-04-13,9yrs 3mths 24days COE left),6220,146239,816,30897,33140,1597,1422,2011,Auto,14132,14132,93,3,58000,3399,111.8,Proton
Toyota Premio 1.5A F (COE till 01/2029),Mid-Sized Sedan,2009-01-02,7yrs 6mths 26days COE left),6310,160000,887,19739,26047,1496,1200,2008,Auto,15506,15506,81,6,47800,2761,90.86666666666666,Toyota
Subaru Impreza WRX 2.0A (COE till 11/2027),Sports Car,2008-01-11,6yrs 5mths 24days COE left),8170,280000,1688,32547,50168,1994,1390,2007,Auto,22663,24930,184,6,53000,2364,77.8,Subaru
Hyundai Avante 1.6A GLS S (OPC),Mid-Sized Sedan,2019-11-29,8yrs 5mths 22days COE left),6780,5900,238,23698,15000,1591,1345,2019,Auto,14628,14628,93,1,64800,3092,101.73333333333333,Hyundai
Honda Civic 1.6A VTi,Mid-Sized Sedan,2019-07-30,8yrs 1mth 23days COE left),9780,29888,742,38390,28589,1597,1237,2019,Auto,20084,20118,92,1,89800,2973,97.76666666666667,Honda
Mazda 6 2.0A Executive,Luxury Sedan,2018-11-30,7yrs 5mths 23days COE left),10450,61304,1210,40779,32000,1998,1515,2018,Auto,22245,23143,121,1,89800,2728,89.76666666666667,Mazda
Volkswagen Golf 1.0A TSI,Hatchback,2018-09-11,7yrs 3mths 4days COE left),9560,20100,392,36017,31997,999,1257,2018,Auto,17014,17014,81,1,78000,2649,87.13333333333334,Volkswagen
Honda Stream 1.8A RSZ Sunroof (COE till 03/2030),MPV,2010-03-16,8yrs 9mths 9days COE left),7750,115000,1174,31088,35416,1799,1385,2009,Auto,26909,26909,103,4,68000,3199,105.3,Honda
Hyundai Tucson 2.0A (COE till 12/2028),SUV,2008-12-04,7yrs 5mths 27days COE left),5310,197599,1539,23660,31553,1975,1468,2008,Auto,16564,6029,104,3,39800,2732,89.9,Hyundai
Honda Vezel 1.5A X,SUV,2018-01-26,6yrs 7mths 19days COE left),9950,25155,682,34623,36890,1496,1190,2017,Auto,22498,13498,96,1,72800,2419,79.63333333333334,Honda
Hyundai Elantra 1.6A GLS,Mid-Sized Sedan,2018-06-11,7yrs 4days COE left),8510,38265,738,33239,36426,1591,1345,2018,Auto,10241,10241,93,1,64800,2559,84.13333333333334,Hyundai
Mazda 5 2.0A Sunroof,MPV,2016-05-26,4yrs 11mths 19days COE left),10290,90085,1210,37881,49000,1998,1535,2016,Auto,19339,19339,111,2,60800,1809,59.63333333333333,Mazda
Chevrolet Cruze Station Wagon 1.4A Turbo,Stationwagon,2016-12-02,5yrs 5mths 25days COE left),8980,40000,604,41865,53001,1362,1485,2016,Auto,17021,17021,103,2,57800,2000,65.83333333333333,Chevrolet
Toyota Vellfire 2.5A Elegance Moonroof,MPV,2018-09-28,7yrs 3mths 21days COE left),19010,36249,1792,68011,32001,2494,2045,2018,Auto,48192,59469,134,1,168800,2666,87.7,Toyota
Mercedes-Benz GLA-Class GLA180 Urban Edition,SUV,2019-10-18,8yrs 4mths 11days COE left),13490,36000,740,46485,27000,1595,1435,2019,Auto,28463,31849,90,1,128800,3051,100.36666666666666,Mercedes-Benz
BMW X3 sDrive20i xLine,SUV,2020-11-27,9yrs 5mths 20days COE left),18960,10808,1210,77574,39000,1998,1685,2020,Auto,44385,54139,135,1,206800,3455,113.66666666666667,BMW
Mercedes-Benz B-Class B180 Style,Hatchback,2020-02-24,8yrs 8mths 17days COE left),14450,13000,586,58222,37900,1332,1405,2019,Auto,29676,33547,100,1,142800,3177,104.56666666666666,Mercedes-Benz
Mercedes-Benz S-Class S450L,Luxury Sedan,2018-03-12,6yrs 9mths 5days COE left),33730,60000,2382,148501,45289,2996,1955,2017,Auto,102854,157138,270,1,306800,2465,81.16666666666667,Mercedes-Benz
Toyota Corolla Altis 1.6A Elegance (OPC),Mid-Sized Sedan,2017-04-28,5yrs 10mths 21days COE left),8450,37000,242,35480,34765,1598,1215,2016,Auto,19990,19990,90,1,59800,2146,70.7,Toyota
BMW X1 sDrive18i,SUV,2017-11-03,6yrs 4mths 27days COE left),13760,56890,684,55115,52000,1499,1430,2017,Auto,31267,30774,100,2,103600,2337,76.9,BMW
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2019-08-23,8yrs 2mths 16days COE left),16360,8000,740,59950,34000,1595,1490,2019,Auto,36204,42686,115,1,155800,2996,98.53333333333333,Mercedes-Benz
Skoda Octavia 2.0A TSI RS,Mid-Sized Sedan,2020-07-15,9yrs 1mth 8days COE left),15270,19000,1194,54709,35889,1984,1577,2019,Auto,26681,29354,180,1,153800,3323,109.26666666666667,Skoda
Mercedes-Benz C-Class C180K Avantgarde (COE till 09/2028),Luxury Sedan,2009-01-12,7yrs 3mths 24days COE left),8120,189000,1266,24443,33377,1796,1485,2008,Auto,37066,37066,115,3,59500,2669,87.8,Mercedes-Benz
Lexus NX Turbo NX200t F Sport,SUV,2016-05-10,4yrs 11mths 3days COE left),17310,73000,1210,65065,51010,1998,1755,2016,Auto,46467,57054,175,1,113800,1793,59.1,Lexus
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2015-07-20,4yrs 1mth 13days COE left),16570,115000,740,55389,71509,1595,1425,2015,Auto,35738,37034,115,2,86800,1503,49.43333333333333,Mercedes-Benz
Kia Cerato 1.6A EX (OPC),Mid-Sized Sedan,2018-09-18,7yrs 3mths 11days COE left),7270,17000,238,19969,13209,1591,1287,2018,Auto,13790,13790,93,1,59888,2656,87.36666666666666,Kia
Subaru Forester 2.0X (COE till 08/2029),SUV,2009-08-31,8yrs 2mths 24days COE left),7270,89371,1447,32901,39936,1994,1485,2009,Auto,20123,20123,110,3,59888,3004,98.8,Subaru
Mercedes-Benz A-Class A200 Style,Hatchback,2017-03-01,5yrs 8mths 22days COE left),13690,51000,740,47213,52807,1595,1395,2016,Auto,25411,22576,115,1,89800,2087,68.73333333333333,Mercedes-Benz
BMW 3 Series 318i M-Sport,Luxury Sedan,2018-09-26,7yrs 3mths 19days COE left),14580,40169,684,56248,31307,1499,1425,2018,Auto,37489,44485,100,1,128800,2664,87.63333333333334,BMW
Honda Civic 1.6A VTi,Mid-Sized Sedan,2019-07-26,8yrs 1mth 19days COE left),10150,37000,742,39652,30009,1597,1237,2019,Auto,20215,20301,92,1,92800,2969,97.63333333333334,Honda
Kia Optima K5 2.0A Sunroof (COE till 04/2026),Luxury Sedan,2011-06-29,4yrs 10mths 24days COE left),9140,128322,1210,23191,23658,1998,1529,2011,Auto,19689,19689,121,2,44800,1784,58.8,Kia
BMW X4 xDrive30i M-Sport,SUV,2020-11-16,9yrs 5mths 9days COE left),23860,5600,1210,91167,40301,1998,1750,2020,Auto,59276,78697,185,1,264800,3444,113.3,BMW
Audi A5 Sportback 2.0A TFSI S-tronic Design,Luxury Sedan,2017-08-01,6yrs 1mth 25days COE left),16990,45000,1194,62703,50110,1984,1535,2017,Auto,39636,42491,140,1,125800,2245,73.83333333333333,Audi
Toyota Harrier 2.0A G-Grade Turbo Panoramic,SUV,2018-06-29,7yrs 22days COE left),13820,37559,1210,56178,38501,1998,1695,2018,Auto,33308,38632,170,2,117000,2577,84.73333333333333,Toyota
Mercedes-Benz SLS AMG (COE till 04/2031),Sports Car,2011-04-29,9yrs 10mths 22days COE left),60610,60250,8144,46836,47316,6208,1695,2010,Auto,226137,226137,420,4,600000,3607,118.73333333333333,Mercedes-Benz
Mercedes-Benz SLK-Class SLK250 Sunroof (COE till 12/2030),Sports Car,2011-10-18,9yrs 6mths 25days COE left),12520,150000,974,38985,40714,1796,1500,2011,Auto,51451,51451,150,3,119888,3490,114.83333333333333,Mercedes-Benz
Toyota Corolla Altis 1.6A (COE till 03/2024),Mid-Sized Sedan,2009-04-02,2yrs 9mths 25days COE left),8830,188000,965,7196,12763,1598,1195,2009,Auto,16990,11311,80,4,24888,1025,33.833333333333336,Toyota
Hyundai Accent 1.4A,Mid-Sized Sedan,2020-08-12,9yrs 2mths 5days COE left),7640,9000,608,37207,33000,1368,1115,2019,Auto,9189,9189,73,1,74800,3350,110.16666666666667,Hyundai
Honda Odyssey 2.4A EXV-S Sunroof,MPV,2016-12-16,5yrs 6mths 9days COE left),13920,46165,1630,57527,53001,2356,1855,2016,Auto,32594,37632,129,1,95800,2014,66.3,Honda
Audi A4 2.0A TFSI S-tronic,Luxury Sedan,2018-04-11,6yrs 10mths 4days COE left),13640,56000,1194,54849,37605,1984,1480,2018,Auto,33421,38790,140,2,112800,2494,82.13333333333334,Audi
Peugeot 5008 1.6A Puretech EAT8 Active,SUV,2020-08-14,9yrs 2mths 7days COE left),11470,5500,742,53737,36502,1598,1430,2019,Auto,29190,32866,133,1,121888,3352,110.23333333333333,Peugeot
Toyota Wish 1.8A (COE till 11/2022),MPV,2007-11-27,1yr 5mths 20days COE left),8820,111000,1361,7395,25084,1794,1300,2007,Auto,18619,20481,97,2,12999,535,17.666666666666668,Toyota
Kia Cerato Forte 1.6A SX (COE till 07/2029),Mid-Sized Sedan,2009-07-20,8yrs 1mth 13days COE left),7600,110000,886,24786,30512,1591,1251,2009,Auto,14114,14114,92,3,61700,2963,97.43333333333334,Kia
Subaru Impreza 5D 2.0i-S EyeSight (OPC),Hatchback,2018-12-28,7yrs 6mths 21days COE left),8220,18157,708,20466,14809,1995,1438,2018,Auto,13189,13189,115,1,68800,2756,90.7,Subaru
Toyota Land Cruiser 4.6A AX G-Selection,SUV,2018-04-27,6yrs 10mths 20days COE left),21370,69000,4902,91614,44000,4608,2530,2017,Auto,61650,82970,234,1,188800,2510,82.66666666666667,Toyota
Mercedes-Benz A-Class A200 Style,Hatchback,2017-04-21,5yrs 10mths 14days COE left),12960,70000,740,47281,50621,1595,1395,2017,Auto,25996,23395,115,2,87800,2139,70.46666666666667,Mercedes-Benz
Nissan Qashqai 1.2A DIG-T,SUV,2017-06-19,6yrs 12days COE left),10220,27500,508,37469,45201,1197,1285,2017,Auto,18583,13583,85,1,68500,2202,72.4,Nissan
Volkswagen Jetta 1.4A TSI,Mid-Sized Sedan,2014-08-05,3yrs 1mth 29days COE left),10570,120000,620,25558,62890,1390,1417,2014,Auto,18703,8703,90,2,37800,1154,37.96666666666667,Volkswagen
Mitsubishi Outlander 2.0A,SUV,2019-07-23,8yrs 1mth 16days COE left),11540,39000,1210,42586,34000,1998,1480,2019,Auto,19919,19919,110,1,103800,2966,97.53333333333333,Mitsubishi
Mercedes-Benz E-Class E250 CGI Avantgarde (COE till 10/2024),Luxury Sedan,2009-10-09,3yrs 4mths 2days COE left),13010,148000,1169,12535,18751,1796,1650,2009,Auto,53009,53009,150,1,43500,1217,40.06666666666667,Mercedes-Benz
Mitsubishi Outlander 2.4A Sunroof,SUV,2015-09-29,4yrs 3mths 22days COE left),11530,98000,1636,40325,60789,2360,1530,2015,Auto,20096,20135,123,1,59800,1572,51.733333333333334,Mitsubishi
Honda City 1.5A SV,Mid-Sized Sedan,2019-06-06,7yrs 11mths 30days COE left),8490,27000,684,34274,26301,1497,1096,2019,Auto,17635,17635,88,1,76800,2915,96.0,Honda
Ferrari 488 Spider,Sports Car,2018-12-28,7yrs 6mths 21days COE left),85280,4800,3796,390693,30851,3902,1565,2018,Auto,287696,489853,493,2,890000,2756,90.7,Ferrari
Honda Vezel 1.5A X,SUV,2016-06-10,5yrs 3days COE left),10330,80000,682,31119,47020,1496,1190,2016,Auto,20054,10076,96,1,56800,1828,60.1,Honda
Honda HR-V 1.5A DX,SUV,2020-07-27,9yrs 1mth 20days COE left),9390,21073,682,47191,33520,1496,1191,2020,Auto,21472,22061,96,1,96888,3335,109.66666666666667,Honda
Suzuki Swift 1.5A GL (COE till 08/2025),Hatchback,2010-08-25,4yrs 2mths 18days COE left),7110,65046,748,13582,16095,1490,1060,2010,Auto,12656,12656,74,2,30000,1538,50.6,Suzuki
MINI One 1.2A 5DR,Hatchback,2016-06-30,5yrs 23days COE left),12900,88000,508,36166,55200,1198,1175,2016,Auto,20669,10937,75,1,70800,1848,60.766666666666666,MINI
Subaru Impreza WRX 2.0M (COE till 02/2026),Sports Car,2006-02-08,4yrs 8mths 1day COE left),14070,4000,1809,26393,56436,1994,1395,2005,Manual,18817,20699,165,6,65800,1701,56.03333333333333,Subaru
Lexus GS300 (COE till 05/2026),Luxury Sedan,2006-05-18,4yrs 11mths 11days COE left),11680,180000,3570,22784,46048,2994,1660,2006,Auto,53569,58926,170,1,57800,1801,59.36666666666667,Lexus
Mazda 3 HB 1.5A Sunroof,Hatchback,2019-01-14,7yrs 7mths 7days COE left),9260,24600,682,31920,25920,1496,1329,2018,Auto,16257,16257,88,2,78588,2772,91.23333333333333,Mazda
Audi A5 Coupe 2.0A TFSI Quattro S-tronic,Sports Car,2013-04-12,1yr 10mths 5days COE left),15980,104000,1194,42956,65001,1984,1550,2012,Auto,50884,58592,155,1,58800,670,22.166666666666668,Audi
Subaru Impreza 5D 2.0i-S EyeSight,Hatchback,2019-10-18,8yrs 4mths 11days COE left),10030,12900,1208,44928,41361,1995,1438,2018,Auto,13746,13746,115,1,90800,3051,100.36666666666666,Subaru
Mercedes-Benz E-Class E200 Avantgarde,Luxury Sedan,2018-06-21,7yrs 14days COE left),17970,58000,1202,80347,37605,1991,1605,2018,Auto,55451,71812,135,2,162500,2569,84.46666666666667,Mercedes-Benz
Hyundai Tucson 2.0A GLS Sunroof,SUV,2016-12-23,5yrs 6mths 16days COE left),10550,88240,1212,42521,46229,1999,1540,2016,Auto,21784,22498,114,1,69800,2021,66.53333333333333,Hyundai
Volkswagen Sharan 2.0A TSI Sunroof,MPV,2020-09-29,9yrs 3mths 22days COE left),13840,10448,1194,58864,36502,1984,1790,2020,Auto,34049,39669,162,1,148800,3397,111.73333333333333,Volkswagen
Rolls-Royce Dawn,Sports Car,2017-10-05,6yrs 3mths 28days COE left),116650,2500,8004,629526,48005,6592,2560,2016,Auto,459377,798879,420,2,1138000,2308,75.93333333333334,Rolls-Royce
Suzuki Swift Sport 1.6M (COE till 03/2023),Hatchback,2008-07-08,1yr 9mths 25days COE left),7600,110563,957,7134,19637,1586,1090,2008,Manual,12096,12096,92,5,13800,660,21.833333333333332,Suzuki
BMW 4 Series 428i Convertible Luxury,Sports Car,2014-06-23,3yrs 16days COE left),25780,35000,1210,65023,67334,1997,1700,2014,Auto,56392,68506,180,1,112800,1111,36.53333333333333,BMW
Honda Vezel 1.5A X,SUV,2016-07-29,5yrs 1mth 22days COE left),10270,80000,682,30172,44185,1496,1190,2016,Auto,19917,9917,96,1,57800,1877,61.733333333333334,Honda
BMW 4 Series 420i Gran Coupe,Luxury Sedan,2017-12-13,6yrs 6mths 6days COE left),16820,75000,1210,69707,53711,1998,1540,2017,Auto,42318,46246,135,1,132800,2376,78.2,BMW
Mazda 3 1.5A,Mid-Sized Sedan,2018-02-21,6yrs 8mths 14days COE left),8420,62000,682,39520,42900,1496,1310,2017,Auto,14299,14299,88,3,63700,2444,80.46666666666667,Mazda
Mercedes-Benz B-Class B180 Style,Hatchback,2019-10-18,8yrs 4mths 11days COE left),13860,8800,586,53618,34000,1332,1405,2019,Auto,29676,33547,100,1,132800,3051,100.36666666666666,Mercedes-Benz
Mercedes-Benz CLA-Class CLA180,Luxury Sedan,2014-11-24,3yrs 5mths 17days COE left),17120,90998,740,35317,63880,1595,1430,2014,Auto,27318,20246,90,1,69500,1262,41.56666666666667,Mercedes-Benz
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2015-01-20,3yrs 7mths 13days COE left),17080,83000,740,44298,71990,1595,1425,2014,Auto,32861,28006,115,2,75900,1318,43.43333333333333,Mercedes-Benz
Bentley Continental GT 4.0A V8,Sports Car,2016-09-26,5yrs 3mths 19days COE left),66540,9233,3940,249070,57002,3993,2295,2015,Auto,177644,291760,373,3,499000,1934,63.63333333333333,Bentley
Subaru XV 1.6i-S,SUV,2017-07-26,6yrs 1mth 19days COE left),9960,20358,744,37807,42801,1600,1480,2017,Auto,15387,15387,84,2,68800,2239,73.63333333333334,Subaru
Lamborghini Gallardo Spyder LP560-4,Sports Car,2013-05-31,1yr 11mths 24days COE left),99860,35000,5834,152625,91910,5204,1550,2012,Auto,244400,244400,412,5,320000,719,23.8,Lamborghini
Honda Vezel 1.5A X,SUV,2016-07-14,5yrs 1mth 7days COE left),10700,78000,682,35960,55200,1496,1190,2015,Auto,20272,10381,96,1,59800,1862,61.233333333333334,Honda
MINI Cooper Cabriolet 1.6A (COE till 08/2030),Sports Car,2010-10-27,9yrs 2mths 25days COE left),7990,72000,816,29747,32190,1598,1205,2010,Auto,26540,26540,90,3,73800,3370,110.83333333333333,MINI
Kia Cerato K3 1.6A,Mid-Sized Sedan,2017-07-11,6yrs 1mth 4days COE left),9070,89000,738,35843,42801,1591,1295,2017,Auto,13002,13002,95,1,61800,2224,73.13333333333334,Kia
Honda Jazz 1.3A,Hatchback,2019-04-18,7yrs 10mths 11days COE left),8390,31108,578,24998,26301,1318,1052,2019,Auto,15738,5738,73,1,68888,2866,94.36666666666666,Honda
Hyundai Avante 1.6A GLS Elite,Mid-Sized Sedan,2020-02-04,8yrs 7mths 28days COE left),8740,10000,738,43867,35010,1591,1345,2019,Auto,18025,18025,93,1,84800,3158,103.93333333333334,Hyundai
Mazda 6 2.0A,Luxury Sedan,2015-10-30,4yrs 4mths 23days COE left),12660,85000,1210,39830,61010,1998,1454,2015,Auto,18608,18608,121,2,65018,1603,52.766666666666666,Mazda
Honda Vezel 1.5A X Honda Sensing,SUV,2018-06-30,7yrs 23days COE left),9970,49000,682,33554,34400,1496,1190,2018,Auto,21863,12609,96,1,76800,2578,84.76666666666667,Honda
Mercedes-Benz C-Class C180,Luxury Sedan,2013-07-11,2yrs 1mth 4days COE left),14850,66000,740,32439,64839,1595,1485,2013,Auto,31746,31445,115,4,46800,764,25.133333333333333,Mercedes-Benz
Toyota Wish 1.8A,MPV,2016-10-31,5yrs 4mths 24days COE left),10700,68246,976,45443,56410,1798,1360,2016,Auto,19955,19955,105,1,67800,1969,64.8,Toyota
Hyundai Elantra 1.6A Elite,Mid-Sized Sedan,2018-06-29,7yrs 22days COE left),8590,51358,738,34723,34110,1591,1345,2018,Auto,14162,14162,93,1,67800,2577,84.73333333333333,Hyundai
BMW 5 Series 520i Highline,Luxury Sedan,2013-06-10,2yrs 3days COE left),16060,133000,1210,40697,66701,1997,1610,2013,Auto,41791,45508,135,1,55000,733,24.1,BMW
Volkswagen Golf 1.2A TSI,Hatchback,2016-03-21,4yrs 9mths 14days COE left),9540,68000,508,27296,45000,1197,1229,2015,Auto,18208,8208,81,1,49800,1744,57.46666666666667,Volkswagen
Mitsubishi Attrage 1.2A,Mid-Sized Sedan,2020-03-03,8yrs 8mths 24days COE left),7400,12000,506,32599,32999,1193,940,2019,Auto,13990,5000,59,1,67200,3184,104.8,Mitsubishi
Hyundai Avante 1.6A (COE till 04/2024),Mid-Sized Sedan,2009-04-15,2yrs 10mths 8days COE left),7000,143000,959,7480,13088,1591,1264,2009,Auto,11802,11802,89,5,20000,1038,34.266666666666666,Hyundai
Kia Cerato 1.6A SX Sunroof,Mid-Sized Sedan,2019-01-03,7yrs 6mths 27days COE left),9070,28000,738,32937,25556,1591,1287,2018,Auto,18084,18084,93,1,77800,2762,90.9,Kia
Toyota Harrier 2.0A G-Grade Turbo,SUV,2019-04-02,7yrs 9mths 26days COE left),13550,50000,1210,55304,33689,1998,1695,2018,Auto,33306,38629,170,1,125300,2851,93.86666666666666,Toyota
Mazda 3 HB 1.5A Deluxe,Hatchback,2018-11-20,7yrs 5mths 13days COE left),9630,16294,682,34527,28199,1496,1329,2018,Auto,17987,17987,88,1,80800,2718,89.43333333333334,Mazda
Honda Fit 1.3A G,Hatchback,2016-07-13,5yrs 1mth 6days COE left),8920,41748,578,33452,52301,1317,1020,2016,Auto,14029,9029,73,1,50000,1861,61.2,Honda
Kia Cerato K3 1.6A EX,Mid-Sized Sedan,2015-12-02,4yrs 5mths 25days COE left),9460,92000,738,35395,56001,1591,1295,2015,Auto,14640,14640,95,2,49800,1635,53.833333333333336,Kia
Toyota Estima 2.4A Aeras Premium Moonroof,MPV,2017-06-01,5yrs 11mths 25days COE left),15680,66103,1638,64264,55000,2362,1820,2016,Auto,35579,41811,125,1,114800,2180,71.83333333333333,Toyota
MINI Cooper 1.5A,Hatchback,2017-01-24,5yrs 7mths 17days COE left),14440,38000,684,42679,56000,1499,1115,2016,Auto,23491,14888,100,1,88800,2052,67.56666666666666,MINI
Mercedes-Benz E-Class E280 (COE till 04/2027),Luxury Sedan,2007-04-10,5yrs 10mths 3days COE left),9500,206930,3573,30393,52008,2997,1600,2007,Auto,60662,66729,170,4,55500,2128,70.1,Mercedes-Benz
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,SUV,2016-10-31,5yrs 4mths 24days COE left),11210,122000,1210,48865,56410,1997,1626,2016,Auto,23227,24518,106,1,72800,1969,64.8,Nissan
